<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>
2024.01.02,16:59:00,1.05326,1.05333,1.05310,1.05313,60
2024.01.02,17:00:00,1.05312,1.05315,1.05296,1.05300,60
2024.01.02,17:01:00,1.05300,1.05300,1.05283,1.05291,60
2024.01.02,17:02:00,1.05291,1.05303,1.05287,1.05300,60
2024.01.02,17:03:00,1.05298,1.05317,1.05293,1.05315,60
2024.01.02,17:04:00,1.05315,1.05315,1.05304,1.05304,60
2024.01.02,17:05:00,1.05307,1.05311,1.05302,1.05302,60
2024.01.02,17:06:00,1.05300,1.05302,1.05290,1.05299,60
2024.01.02,17:07:00,1.05299,1.05299,1.05266,1.05266,60
2024.01.02,17:08:00,1.05264,1.05266,1.05248,1.05248,60
2024.01.02,17:09:00,1.05247,1.05247,1.05217,1.05219,60
2024.01.02,17:10:00,1.05217,1.05217,1.05199,1.05200,60
2024.01.02,17:11:00,1.05198,1.05203,1.05189,1.05196,60
2024.01.02,17:12:00,1.05192,1.05197,1.05169,1.05177,60
2024.01.02,17:13:00,1.05178,1.05184,1.05173,1.05174,60
2024.01.02,17:14:00,1.05174,1.05175,1.05145,1.05150,60
2024.01.02,17:15:00,1.05151,1.05156,1.05118,1.05119,60
2024.01.02,17:16:00,1.05118,1.05119,1.05093,1.05096,60
2024.01.02,17:17:00,1.05095,1.05099,1.05078,1.05085,60
2024.01.02,17:18:00,1.05084,1.05085,1.05064,1.05066,60
2024.01.02,17:19:00,1.05067,1.05068,1.05038,1.05039,60
2024.01.02,17:20:00,1.05039,1.05039,1.04993,1.04993,60
2024.01.02,17:21:00,1.04993,1.04993,1.04965,1.04966,60
2024.01.02,17:22:00,1.04965,1.04965,1.04946,1.04949,60
2024.01.02,17:23:00,1.04950,1.04951,1.04926,1.04927,60
2024.01.02,17:24:00,1.04926,1.04939,1.04925,1.04931,60
2024.01.02,17:25:00,1.04928,1.04934,1.04913,1.04913,60
2024.01.02,17:26:00,1.04915,1.04917,1.04891,1.04897,60
2024.01.02,17:27:00,1.04896,1.04903,1.04888,1.04893,60
2024.01.02,17:28:00,1.04892,1.04909,1.04892,1.04900,60
2024.01.02,17:29:00,1.04900,1.04900,1.04879,1.04882,60
2024.01.02,17:30:00,1.04879,1.04883,1.04867,1.04878,60
2024.01.02,17:31:00,1.04878,1.04880,1.04856,1.04857,60
2024.01.02,17:32:00,1.04852,1.04853,1.04838,1.04852,60
2024.01.02,17:33:00,1.04849,1.04851,1.04830,1.04834,60
2024.01.02,17:34:00,1.04832,1.04841,1.04803,1.04807,60
2024.01.02,17:35:00,1.04806,1.04808,1.04772,1.04773,60
2024.01.02,17:36:00,1.04773,1.04784,1.04762,1.04764,60
2024.01.02,17:37:00,1.04767,1.04772,1.04751,1.04751,60
2024.01.02,17:38:00,1.04750,1.04761,1.04745,1.04758,60
2024.01.02,17:39:00,1.04754,1.04758,1.04739,1.04742,60
2024.01.02,17:40:00,1.04742,1.04745,1.04721,1.04725,60
2024.01.02,17:41:00,1.04727,1.04727,1.04707,1.04716,60
2024.01.02,17:42:00,1.04717,1.04719,1.04688,1.04688,60
2024.01.02,17:43:00,1.04685,1.04697,1.04677,1.04696,60
2024.01.02,17:44:00,1.04698,1.04698,1.04681,1.04682,60
2024.01.02,17:45:00,1.04680,1.04680,1.04646,1.04651,60
2024.01.02,17:46:00,1.04652,1.04654,1.04635,1.04636,60
2024.01.02,17:47:00,1.04637,1.04638,1.04618,1.04628,60
2024.01.02,17:48:00,1.04629,1.04629,1.04609,1.04613,60
2024.01.02,17:49:00,1.04614,1.04621,1.04607,1.04607,60
2024.01.02,17:50:00,1.04608,1.04608,1.04578,1.04578,60
2024.01.02,17:51:00,1.04577,1.04586,1.04567,1.04567,60
2024.01.02,17:52:00,1.04566,1.04568,1.04553,1.04554,60
2024.01.02,17:53:00,1.04554,1.04558,1.04535,1.04536,60
2024.01.02,17:54:00,1.04539,1.04540,1.04507,1.04507,60
2024.01.02,17:55:00,1.04506,1.04517,1.04505,1.04512,60
2024.01.02,17:56:00,1.04510,1.04518,1.04502,1.04507,60
2024.01.02,17:57:00,1.04508,1.04514,1.04498,1.04501,60
2024.01.02,17:58:00,1.04503,1.04507,1.04491,1.04495,60
2024.01.02,17:59:00,1.04496,1.04497,1.04474,1.04478,60
2024.01.02,18:00:00,1.04476,1.04476,1.04464,1.04474,60
2024.01.02,18:01:00,1.04474,1.04474,1.04453,1.04456,60
2024.01.02,18:02:00,1.04456,1.04465,1.04448,1.04454,60
2024.01.02,18:03:00,1.04456,1.04463,1.04427,1.04428,60
2024.01.02,18:04:00,1.04428,1.04432,1.04401,1.04401,60
2024.01.02,18:05:00,1.04402,1.04416,1.04390,1.04390,60
2024.01.02,18:06:00,1.04388,1.04402,1.04380,1.04381,60
2024.01.02,18:07:00,1.04379,1.04383,1.04356,1.04367,60
2024.01.02,18:08:00,1.04368,1.04370,1.04351,1.04351,60
2024.01.02,18:09:00,1.04351,1.04352,1.04331,1.04333,60
2024.01.02,18:10:00,1.04333,1.04333,1.04300,1.04302,60
2024.01.02,18:11:00,1.04303,1.04310,1.04285,1.04287,60
2024.01.02,18:12:00,1.04290,1.04290,1.04244,1.04247,60
2024.01.02,18:13:00,1.04248,1.04250,1.04229,1.04229,60
2024.01.02,18:14:00,1.04228,1.04231,1.04211,1.04213,60
2024.01.02,18:15:00,1.04213,1.04216,1.04179,1.04180,60
2024.01.02,18:16:00,1.04179,1.04182,1.04167,1.04168,60
2024.01.02,18:17:00,1.04169,1.04169,1.04132,1.04135,60
2024.01.02,18:18:00,1.04135,1.04143,1.04121,1.04134,60
2024.01.02,18:19:00,1.04134,1.04137,1.04116,1.04116,60
2024.01.02,18:20:00,1.04116,1.04118,1.04108,1.04110,60
2024.01.02,18:21:00,1.04107,1.04114,1.04100,1.04104,60
2024.01.02,18:22:00,1.04104,1.04110,1.04092,1.04092,60
2024.01.02,18:23:00,1.04093,1.04103,1.04085,1.04102,60
2024.01.02,18:24:00,1.04104,1.04107,1.04080,1.04087,60
2024.01.02,18:25:00,1.04089,1.04094,1.04076,1.04081,60
2024.01.02,18:26:00,1.04083,1.04085,1.04055,1.04055,60
2024.01.02,18:27:00,1.04055,1.04058,1.04043,1.04048,60
2024.01.02,18:28:00,1.04048,1.04051,1.04019,1.04019,60
2024.01.02,18:29:00,1.04016,1.04022,1.04003,1.04006,60
2024.01.02,18:30:00,1.04006,1.04022,1.04003,1.04008,60
2024.01.02,18:31:00,1.04008,1.04009,1.03996,1.04001,60
2024.01.02,18:32:00,1.04002,1.04004,1.03992,1.03996,60
2024.01.02,18:33:00,1.03996,1.03996,1.03963,1.03967,60
2024.01.02,18:34:00,1.03966,1.03975,1.03955,1.03955,60
2024.01.02,18:35:00,1.03956,1.03965,1.03955,1.03964,60
2024.01.02,18:36:00,1.03962,1.03962,1.03947,1.03953,60
2024.01.02,18:37:00,1.03953,1.03963,1.03948,1.03948,60
2024.01.02,18:38:00,1.03947,1.03953,1.03925,1.03925,60
2024.01.02,18:39:00,1.03923,1.03925,1.03902,1.03902,60
2024.01.02,18:40:00,1.03903,1.03906,1.03885,1.03885,60
2024.01.02,18:41:00,1.03883,1.03889,1.03868,1.03874,60
2024.01.02,18:42:00,1.03874,1.03877,1.03864,1.03872,60
2024.01.02,18:43:00,1.03872,1.03874,1.03859,1.03864,60
2024.01.02,18:44:00,1.03865,1.03871,1.03855,1.03857,60
2024.01.02,18:45:00,1.03858,1.03858,1.03822,1.03822,60
2024.01.02,18:46:00,1.03822,1.03826,1.03816,1.03819,60
2024.01.02,18:47:00,1.03817,1.03823,1.03811,1.03811,60
2024.01.02,18:48:00,1.03812,1.03812,1.03786,1.03788,60
2024.01.02,18:49:00,1.03790,1.03790,1.03761,1.03762,60
2024.01.02,18:50:00,1.03765,1.03765,1.03756,1.03764,60
2024.01.02,18:51:00,1.03766,1.03766,1.03750,1.03753,60
2024.01.02,18:52:00,1.03754,1.03759,1.03743,1.03743,60
2024.01.02,18:53:00,1.03744,1.03758,1.03734,1.03734,60
2024.01.02,18:54:00,1.03732,1.03732,1.03707,1.03708,60
2024.01.02,18:55:00,1.03707,1.03707,1.03689,1.03697,60
2024.01.02,18:56:00,1.03695,1.03696,1.03673,1.03674,60
2024.01.02,18:57:00,1.03673,1.03676,1.03665,1.03667,60
2024.01.02,18:58:00,1.03667,1.03668,1.03636,1.03639,60
2024.01.02,18:59:00,1.03641,1.03647,1.03628,1.03628,60
2024.01.02,19:00:00,1.03627,1.03632,1.03621,1.03627,60
2024.01.02,19:01:00,1.03627,1.03629,1.03616,1.03620,60
2024.01.02,19:02:00,1.03621,1.03621,1.03605,1.03611,60
2024.01.02,19:03:00,1.03609,1.03611,1.03598,1.03601,60
2024.01.02,19:04:00,1.03599,1.03599,1.03575,1.03580,60
2024.01.02,19:05:00,1.03580,1.03584,1.03575,1.03579,60
2024.01.02,19:06:00,1.03578,1.03579,1.03569,1.03573,60
2024.01.02,19:07:00,1.03573,1.03575,1.03549,1.03551,60
2024.01.02,19:08:00,1.03550,1.03550,1.03527,1.03527,60
2024.01.02,19:09:00,1.03528,1.03528,1.03512,1.03517,60
2024.01.02,19:10:00,1.03519,1.03519,1.03484,1.03484,60
2024.01.02,19:11:00,1.03485,1.03490,1.03473,1.03476,60
2024.01.02,19:12:00,1.03474,1.03476,1.03446,1.03449,60
2024.01.02,19:13:00,1.03449,1.03449,1.03433,1.03439,60
2024.01.02,19:14:00,1.03438,1.03448,1.03434,1.03442,60
2024.01.02,19:15:00,1.03443,1.03450,1.03440,1.03446,60
2024.01.02,19:16:00,1.03446,1.03454,1.03434,1.03443,60
2024.01.02,19:17:00,1.03440,1.03440,1.03409,1.03409,60
2024.01.02,19:18:00,1.03407,1.03407,1.03396,1.03398,60
2024.01.02,19:19:00,1.03397,1.03397,1.03383,1.03391,60
2024.01.02,19:20:00,1.03390,1.03391,1.03382,1.03383,60
2024.01.02,19:21:00,1.03385,1.03385,1.03356,1.03356,60
2024.01.02,19:22:00,1.03358,1.03365,1.03353,1.03364,60
2024.01.02,19:23:00,1.03366,1.03366,1.03356,1.03362,60
2024.01.02,19:24:00,1.03362,1.03366,1.03354,1.03354,60
2024.01.02,19:25:00,1.03356,1.03364,1.03355,1.03360,60
2024.01.02,19:26:00,1.03360,1.03368,1.03350,1.03368,60
2024.01.02,19:27:00,1.03368,1.03373,1.03359,1.03371,60
2024.01.02,19:28:00,1.03369,1.03369,1.03363,1.03364,60
2024.01.02,19:29:00,1.03363,1.03371,1.03354,1.03363,60
2024.01.02,19:30:00,1.03365,1.03370,1.03359,1.03369,60
2024.01.02,19:31:00,1.03368,1.03369,1.03354,1.03369,60
2024.01.02,19:32:00,1.03371,1.03371,1.03357,1.03357,60
2024.01.02,19:33:00,1.03357,1.03364,1.03352,1.03362,60
2024.01.02,19:34:00,1.03362,1.03370,1.03358,1.03361,60
2024.01.02,19:35:00,1.03363,1.03374,1.03357,1.03369,60
2024.01.02,19:36:00,1.03370,1.03373,1.03357,1.03360,60
2024.01.02,19:37:00,1.03361,1.03370,1.03357,1.03361,60
2024.01.02,19:38:00,1.03361,1.03379,1.03357,1.03364,60
2024.01.02,19:39:00,1.03362,1.03373,1.03361,1.03368,60
2024.01.02,19:40:00,1.03368,1.03373,1.03365,1.03371,60
2024.01.02,19:41:00,1.03370,1.03376,1.03361,1.03370,60
2024.01.02,19:42:00,1.03369,1.03373,1.03359,1.03363,60
2024.01.02,19:43:00,1.03363,1.03364,1.03352,1.03359,60
2024.01.02,19:44:00,1.03358,1.03380,1.03358,1.03368,60
2024.01.02,19:45:00,1.03368,1.03373,1.03358,1.03366,60
2024.01.02,19:46:00,1.03364,1.03371,1.03361,1.03369,60
2024.01.02,19:47:00,1.03365,1.03376,1.03365,1.03370,60
2024.01.02,19:48:00,1.03366,1.03373,1.03362,1.03363,60
2024.01.02,19:49:00,1.03363,1.03374,1.03362,1.03366,60
2024.01.02,19:50:00,1.03366,1.03370,1.03352,1.03362,60
2024.01.02,19:51:00,1.03365,1.03371,1.03352,1.03356,60
2024.01.02,19:52:00,1.03355,1.03362,1.03350,1.03354,60
2024.01.02,19:53:00,1.03357,1.03374,1.03357,1.03360,60
2024.01.02,19:54:00,1.03360,1.03363,1.03353,1.03353,60
2024.01.02,19:55:00,1.03352,1.03377,1.03351,1.03369,60
2024.01.02,19:56:00,1.03368,1.03371,1.03356,1.03362,60
2024.01.02,19:57:00,1.03362,1.03370,1.03360,1.03369,60
2024.01.02,19:58:00,1.03369,1.03373,1.03362,1.03368,60
2024.01.02,19:59:00,1.03368,1.03370,1.03356,1.03367,60
2024.01.02,20:00:00,1.03369,1.03375,1.03356,1.03371,60
2024.01.02,20:01:00,1.03371,1.03373,1.03360,1.03368,60
2024.01.02,20:02:00,1.03369,1.03370,1.03361,1.03361,60
2024.01.02,20:03:00,1.03361,1.03375,1.03354,1.03371,60
2024.01.02,20:04:00,1.03376,1.03376,1.03359,1.03365,60
2024.01.02,20:05:00,1.03367,1.03376,1.03354,1.03364,60
2024.01.02,20:06:00,1.03363,1.03366,1.03354,1.03354,60
2024.01.02,20:07:00,1.03354,1.03369,1.03353,1.03363,60
2024.01.02,20:08:00,1.03363,1.03369,1.03356,1.03364,60
2024.01.02,20:09:00,1.03364,1.03371,1.03360,1.03370,60
2024.01.02,20:10:00,1.03371,1.03371,1.03358,1.03363,60
2024.01.02,20:11:00,1.03364,1.03366,1.03355,1.03366,60
2024.01.02,20:12:00,1.03369,1.03375,1.03352,1.03375,60
2024.01.02,20:13:00,1.03374,1.03374,1.03356,1.03360,60
2024.01.02,20:14:00,1.03362,1.03370,1.03358,1.03365,60
2024.01.02,20:15:00,1.03365,1.03371,1.03359,1.03364,60
2024.01.02,20:16:00,1.03367,1.03374,1.03359,1.03368,60
2024.01.02,20:17:00,1.03369,1.03372,1.03353,1.03357,60
2024.01.02,20:18:00,1.03357,1.03359,1.03338,1.03342,60
2024.01.02,20:19:00,1.03341,1.03342,1.03313,1.03314,60
2024.01.02,20:20:00,1.03314,1.03320,1.03307,1.03307,60
2024.01.02,20:21:00,1.03304,1.03307,1.03267,1.03270,60
2024.01.02,20:22:00,1.03271,1.03277,1.03249,1.03249,60
2024.01.02,20:23:00,1.03248,1.03248,1.03235,1.03243,60
2024.01.02,20:24:00,1.03244,1.03244,1.03223,1.03228,60
2024.01.02,20:25:00,1.03228,1.03234,1.03214,1.03214,60
2024.01.02,20:26:00,1.03213,1.03237,1.03211,1.03228,60
2024.01.02,20:27:00,1.03231,1.03232,1.03197,1.03197,60
2024.01.02,20:28:00,1.03196,1.03196,1.03160,1.03161,60
2024.01.02,20:29:00,1.03161,1.03165,1.03137,1.03138,60
2024.01.02,20:30:00,1.03138,1.03149,1.03138,1.03139,60
2024.01.02,20:31:00,1.03139,1.03147,1.03135,1.03147,60
2024.01.02,20:32:00,1.03147,1.03155,1.03130,1.03132,60
2024.01.02,20:33:00,1.03133,1.03141,1.03124,1.03138,60
2024.01.02,20:34:00,1.03137,1.03137,1.03099,1.03101,60
2024.01.02,20:35:00,1.03102,1.03103,1.03082,1.03082,60
2024.01.02,20:36:00,1.03082,1.03082,1.03065,1.03065,60
2024.01.02,20:37:00,1.03066,1.03068,1.03054,1.03068,60
2024.01.02,20:38:00,1.03066,1.03066,1.03036,1.03038,60
2024.01.02,20:39:00,1.03037,1.03037,1.03024,1.03027,60
2024.01.02,20:40:00,1.03025,1.03025,1.03003,1.03005,60
2024.01.02,20:41:00,1.03005,1.03005,1.02989,1.02994,60
2024.01.02,20:42:00,1.02992,1.02997,1.02977,1.02983,60
2024.01.02,20:43:00,1.02982,1.02986,1.02957,1.02957,60
2024.01.02,20:44:00,1.02955,1.02956,1.02926,1.02930,60
2024.01.02,20:45:00,1.02930,1.02931,1.02902,1.02904,60
2024.01.02,20:46:00,1.02904,1.02909,1.02892,1.02903,60
2024.01.02,20:47:00,1.02902,1.02904,1.02886,1.02888,60
2024.01.02,20:48:00,1.02884,1.02889,1.02868,1.02871,60
2024.01.02,20:49:00,1.02873,1.02873,1.02851,1.02853,60
2024.01.02,20:50:00,1.02850,1.02850,1.02828,1.02829,60
2024.01.02,20:51:00,1.02830,1.02833,1.02820,1.02832,60
2024.01.02,20:52:00,1.02831,1.02842,1.02825,1.02828,60
2024.01.02,20:53:00,1.02827,1.02835,1.02812,1.02813,60
2024.01.02,20:54:00,1.02812,1.02816,1.02786,1.02786,60
2024.01.02,20:55:00,1.02786,1.02787,1.02758,1.02760,60
2024.01.02,20:56:00,1.02761,1.02767,1.02759,1.02762,60
2024.01.02,20:57:00,1.02761,1.02761,1.02731,1.02731,60
2024.01.02,20:58:00,1.02733,1.02734,1.02709,1.02709,60
2024.01.02,20:59:00,1.02707,1.02713,1.02699,1.02709,60
2024.01.02,21:00:00,1.02710,1.02715,1.02705,1.02706,60
2024.01.02,21:01:00,1.02705,1.02705,1.02682,1.02686,60
2024.01.02,21:02:00,1.02684,1.02684,1.02670,1.02676,60
2024.01.02,21:03:00,1.02677,1.02680,1.02671,1.02678,60
2024.01.02,21:04:00,1.02676,1.02677,1.02657,1.02657,60
2024.01.02,21:05:00,1.02656,1.02666,1.02653,1.02657,60
2024.01.02,21:06:00,1.02658,1.02659,1.02627,1.02628,60
2024.01.02,21:07:00,1.02627,1.02627,1.02598,1.02598,60
2024.01.02,21:08:00,1.02598,1.02598,1.02575,1.02578,60
2024.01.02,21:09:00,1.02577,1.02588,1.02576,1.02578,60
2024.01.02,21:10:00,1.02579,1.02589,1.02577,1.02578,60
2024.01.02,21:11:00,1.02578,1.02582,1.02566,1.02566,60
2024.01.02,21:12:00,1.02566,1.02568,1.02553,1.02557,60
2024.01.02,21:13:00,1.02556,1.02561,1.02540,1.02540,60
2024.01.02,21:14:00,1.02539,1.02541,1.02512,1.02516,60
2024.01.02,21:15:00,1.02515,1.02527,1.02512,1.02517,60
2024.01.02,21:16:00,1.02513,1.02516,1.02493,1.02502,60
2024.01.02,21:17:00,1.02503,1.02513,1.02492,1.02498,60
2024.01.02,21:18:00,1.02496,1.02508,1.02494,1.02497,60
2024.01.02,21:19:00,1.02499,1.02499,1.02461,1.02461,60
2024.01.02,21:20:00,1.02463,1.02472,1.02459,1.02465,60
2024.01.02,21:21:00,1.02466,1.02477,1.02453,1.02477,60
2024.01.02,21:22:00,1.02479,1.02481,1.02455,1.02461,60
2024.01.02,21:23:00,1.02462,1.02476,1.02460,1.02471,60
2024.01.02,21:24:00,1.02470,1.02472,1.02462,1.02470,60
2024.01.02,21:25:00,1.02469,1.02471,1.02461,1.02470,60
2024.01.02,21:26:00,1.02467,1.02473,1.02461,1.02473,60
2024.01.02,21:27:00,1.02470,1.02473,1.02461,1.02469,60
2024.01.02,21:28:00,1.02467,1.02468,1.02454,1.02462,60
2024.01.02,21:29:00,1.02463,1.02468,1.02454,1.02462,60
2024.01.02,21:30:00,1.02465,1.02466,1.02457,1.02462,60
2024.01.02,21:31:00,1.02462,1.02465,1.02455,1.02462,60
2024.01.02,21:32:00,1.02463,1.02464,1.02455,1.02463,60
2024.01.02,21:33:00,1.02459,1.02468,1.02455,1.02458,60
2024.01.02,21:34:00,1.02459,1.02466,1.02454,1.02455,60
2024.01.02,21:35:00,1.02455,1.02464,1.02453,1.02462,60
2024.01.02,21:36:00,1.02462,1.02466,1.02454,1.02462,60
2024.01.02,21:37:00,1.02462,1.02464,1.02454,1.02460,60
2024.01.02,21:38:00,1.02460,1.02467,1.02453,1.02459,60
2024.01.02,21:39:00,1.02459,1.02475,1.02459,1.02463,60
2024.01.02,21:40:00,1.02464,1.02478,1.02458,1.02476,60
2024.01.02,21:41:00,1.02477,1.02480,1.02463,1.02468,60
2024.01.02,21:42:00,1.02468,1.02473,1.02456,1.02461,60
2024.01.02,21:43:00,1.02461,1.02468,1.02459,1.02466,60
2024.01.02,21:44:00,1.02464,1.02468,1.02456,1.02464,60
2024.01.02,21:45:00,1.02464,1.02476,1.02458,1.02459,60
2024.01.02,21:46:00,1.02459,1.02463,1.02450,1.02462,60
2024.01.02,21:47:00,1.02464,1.02471,1.02462,1.02469,60
2024.01.02,21:48:00,1.02470,1.02475,1.02465,1.02471,60
2024.01.02,21:49:00,1.02472,1.02472,1.02460,1.02468,60
2024.01.02,21:50:00,1.02467,1.02476,1.02463,1.02468,60
2024.01.02,21:51:00,1.02467,1.02472,1.02454,1.02469,60
2024.01.02,21:52:00,1.02470,1.02475,1.02457,1.02459,60
2024.01.02,21:53:00,1.02460,1.02466,1.02451,1.02465,60
2024.01.02,21:54:00,1.02466,1.02469,1.02461,1.02461,60
2024.01.02,21:55:00,1.02460,1.02468,1.02458,1.02460,60
2024.01.02,21:56:00,1.02459,1.02473,1.02453,1.02468,60
2024.01.02,21:57:00,1.02471,1.02471,1.02461,1.02461,60
2024.01.02,21:58:00,1.02460,1.02473,1.02457,1.02463,60
2024.01.02,21:59:00,1.02461,1.02478,1.02456,1.02472,60
2024.01.02,22:00:00,1.02469,1.02475,1.02451,1.02456,60
2024.01.02,22:01:00,1.02458,1.02458,1.02439,1.02439,60
2024.01.02,22:02:00,1.02439,1.02447,1.02434,1.02436,60
2024.01.02,22:03:00,1.02432,1.02432,1.02404,1.02404,60
2024.01.02,22:04:00,1.02402,1.02407,1.02393,1.02395,60
2024.01.02,22:05:00,1.02394,1.02404,1.02390,1.02391,60
2024.01.02,22:06:00,1.02390,1.02392,1.02377,1.02381,60
2024.01.02,22:07:00,1.02380,1.02380,1.02339,1.02341,60
2024.01.02,22:08:00,1.02339,1.02342,1.02323,1.02327,60
2024.01.02,22:09:00,1.02327,1.02332,1.02322,1.02328,60
2024.01.02,22:10:00,1.02329,1.02335,1.02314,1.02320,60
2024.01.02,22:11:00,1.02322,1.02324,1.02298,1.02299,60
2024.01.02,22:12:00,1.02301,1.02301,1.02263,1.02263,60
2024.01.02,22:13:00,1.02262,1.02270,1.02258,1.02270,60
2024.01.02,22:14:00,1.02270,1.02273,1.02259,1.02262,60
2024.01.02,22:15:00,1.02261,1.02261,1.02239,1.02243,60
2024.01.02,22:16:00,1.02240,1.02241,1.02218,1.02223,60
2024.01.02,22:17:00,1.02222,1.02222,1.02198,1.02208,60
2024.01.02,22:18:00,1.02206,1.02206,1.02183,1.02187,60
2024.01.02,22:19:00,1.02185,1.02187,1.02156,1.02160,60
2024.01.02,22:20:00,1.02161,1.02164,1.02151,1.02156,60
2024.01.02,22:21:00,1.02155,1.02161,1.02128,1.02128,60
2024.01.02,22:22:00,1.02127,1.02127,1.02094,1.02097,60
2024.01.02,22:23:00,1.02096,1.02105,1.02091,1.02100,60
2024.01.02,22:24:00,1.02101,1.02102,1.02082,1.02082,60
2024.01.02,22:25:00,1.02082,1.02084,1.02061,1.02064,60
2024.01.02,22:26:00,1.02063,1.02067,1.02047,1.02049,60
2024.01.02,22:27:00,1.02050,1.02056,1.02040,1.02040,60
2024.01.02,22:28:00,1.02041,1.02048,1.02033,1.02048,60
2024.01.02,22:29:00,1.02047,1.02047,1.02009,1.02009,60
2024.01.02,22:30:00,1.02008,1.02013,1.01997,1.02002,60
2024.01.02,22:31:00,1.02003,1.02005,1.01979,1.01982,60
2024.01.02,22:32:00,1.01980,1.01982,1.01957,1.01959,60
2024.01.02,22:33:00,1.01957,1.01962,1.01942,1.01946,60
2024.01.02,22:34:00,1.01948,1.01948,1.01922,1.01940,60
2024.01.02,22:35:00,1.01942,1.01969,1.01941,1.01963,60
2024.01.02,22:36:00,1.01964,1.01970,1.01953,1.01969,60
2024.01.02,22:37:00,1.01971,1.01989,1.01967,1.01989,60
2024.01.02,22:38:00,1.01990,1.02004,1.01986,1.02004,60
2024.01.02,22:39:00,1.02005,1.02017,1.02003,1.02011,60
2024.01.02,22:40:00,1.02012,1.02026,1.02007,1.02026,60
2024.01.02,22:41:00,1.02023,1.02036,1.02021,1.02032,60
2024.01.02,22:42:00,1.02031,1.02046,1.02030,1.02041,60
2024.01.02,22:43:00,1.02043,1.02061,1.02041,1.02058,60
2024.01.02,22:44:00,1.02059,1.02068,1.02049,1.02052,60
2024.01.02,22:45:00,1.02051,1.02078,1.02050,1.02072,60
2024.01.02,22:46:00,1.02071,1.02094,1.02071,1.02089,60
2024.01.02,22:47:00,1.02088,1.02105,1.02087,1.02101,60
2024.01.02,22:48:00,1.02101,1.02104,1.02096,1.02100,60
2024.01.02,22:49:00,1.02098,1.02120,1.02098,1.02116,60
2024.01.02,22:50:00,1.02116,1.02145,1.02116,1.02145,60
2024.01.02,22:51:00,1.02146,1.02162,1.02146,1.02162,60
2024.01.02,22:52:00,1.02162,1.02189,1.02162,1.02188,60
2024.01.02,22:53:00,1.02191,1.02220,1.02190,1.02220,60
2024.01.02,22:54:00,1.02221,1.02233,1.02214,1.02230,60
2024.01.02,22:55:00,1.02230,1.02240,1.02224,1.02240,60
2024.01.02,22:56:00,1.02241,1.02264,1.02241,1.02261,60
2024.01.02,22:57:00,1.02262,1.02268,1.02253,1.02268,60
2024.01.02,22:58:00,1.02268,1.02309,1.02268,1.02307,60
2024.01.02,22:59:00,1.02308,1.02323,1.02305,1.02321,60
2024.01.02,23:00:00,1.02323,1.02341,1.02321,1.02338,60
2024.01.02,23:01:00,1.02336,1.02355,1.02330,1.02355,60
2024.01.02,23:02:00,1.02354,1.02381,1.02353,1.02381,60
2024.01.02,23:03:00,1.02382,1.02391,1.02373,1.02391,60
2024.01.02,23:04:00,1.02390,1.02403,1.02390,1.02403,60
2024.01.02,23:05:00,1.02405,1.02423,1.02405,1.02413,60
2024.01.02,23:06:00,1.02413,1.02420,1.02403,1.02420,60
2024.01.02,23:07:00,1.02421,1.02440,1.02420,1.02428,60
2024.01.02,23:08:00,1.02428,1.02430,1.02408,1.02417,60
2024.01.02,23:09:00,1.02418,1.02461,1.02415,1.02460,60
2024.01.02,23:10:00,1.02460,1.02491,1.02460,1.02491,60
2024.01.02,23:11:00,1.02492,1.02501,1.02490,1.02496,60
2024.01.02,23:12:00,1.02497,1.02516,1.02492,1.02516,60
2024.01.02,23:13:00,1.02515,1.02520,1.02504,1.02507,60
2024.01.02,23:14:00,1.02507,1.02507,1.02496,1.02504,60
2024.01.02,23:15:00,1.02505,1.02527,1.02505,1.02514,60
2024.01.02,23:16:00,1.02514,1.02529,1.02510,1.02527,60
2024.01.02,23:17:00,1.02524,1.02543,1.02524,1.02540,60
2024.01.02,23:18:00,1.02541,1.02554,1.02537,1.02548,60
2024.01.02,23:19:00,1.02548,1.02573,1.02545,1.02568,60
2024.01.02,23:20:00,1.02569,1.02590,1.02565,1.02588,60
2024.01.02,23:21:00,1.02590,1.02600,1.02590,1.02595,60
2024.01.02,23:22:00,1.02596,1.02624,1.02594,1.02624,60
2024.01.02,23:23:00,1.02621,1.02632,1.02616,1.02625,60
2024.01.02,23:24:00,1.02624,1.02639,1.02624,1.02634,60
2024.01.02,23:25:00,1.02632,1.02651,1.02631,1.02644,60
2024.01.02,23:26:00,1.02641,1.02664,1.02637,1.02664,60
2024.01.02,23:27:00,1.02663,1.02687,1.02661,1.02686,60
2024.01.02,23:28:00,1.02685,1.02700,1.02682,1.02693,60
2024.01.02,23:29:00,1.02692,1.02692,1.02676,1.02679,60
2024.01.02,23:30:00,1.02681,1.02692,1.02676,1.02678,60
2024.01.02,23:31:00,1.02680,1.02692,1.02672,1.02692,60
2024.01.02,23:32:00,1.02692,1.02714,1.02691,1.02712,60
2024.01.02,23:33:00,1.02713,1.02722,1.02708,1.02722,60
2024.01.02,23:34:00,1.02720,1.02752,1.02720,1.02751,60
2024.01.02,23:35:00,1.02750,1.02778,1.02749,1.02778,60
2024.01.02,23:36:00,1.02777,1.02781,1.02760,1.02762,60
